step,congestion_detected,congestion_event_count,congestion_events,controller_threshold,cwnd,host_available_bandwidth,host_packets_dropped,host_queue_occupancy,host_queue_occupancy_ratio,local_app_load,local_bandwidth_used,local_is_throttled,network_loss_rate,network_packets_dropped,network_queue_length,nic_occupancy,nic_occupancy_ratio,nic_packets_dropped,packets_acked,packets_inflight,packets_sent,rtt
0,0,0,0,126.58365607907473,82,23.41634392092527,0,0,0.0,0.5316731215814946,53.16731215814946,0,0.01,0,25,0,0.0,0,0,25,25,10
1,0,0,0,127.79866253220833,84,22.20133746779167,0,0,0.0,0.5559732506441666,55.59732506441666,0,0.01,0,50,0,0.0,0,0,50,50,10
2,0,0,0,129.1636801232298,86,20.836319876770197,0,0,0.0,0.583273602464596,58.327360246459605,0,0.01,0,75,0,0.0,0,0,75,75,10
3,0,0,0,130.4976065661191,88,19.502393433880904,0,0,0.0,0.6099521313223819,60.99521313223819,0,0.01,0,86,0,0.0,0,0,86,86,10
4,0,0,0,132.1394892946175,90,17.8605107053825,0,0,0.0,0.64278978589235,64.27897858923501,0,0.01,0,88,0,0.0,0,0,88,88,10
5,0,0,0,133.74550898707125,92,16.254491012928753,0,8,0.04,0.674910179741425,67.4910179741425,0,0.01,1,65,0,0.0,0,16,74,90,10
6,0,0,0,135.38334805908755,94,14.616651940912462,0,19,0.095,0.7076669611817508,70.76669611817508,0,0.01,1,58,0,0.0,0,30,78,108,10
7,0,0,0,137.02082413785774,96,12.97917586214225,0,32,0.16,0.740416482757155,74.0416482757155,0,0.01,1,49,0,0.0,0,42,82,124,10
8,0,0,0,138.75951786801923,98,11.240482131980766,0,32,0.16,0.7751903573603847,77.51903573603846,0,0.01,1,52,0,0.0,0,53,85,138,10
9,0,0,0,140.18848943992316,100,9.811510560076847,0,25,0.125,0.8037697887984631,80.3769788798463,0,0.01,1,63,0,0.0,0,62,89,151,10
10,0,0,0,141.97113646649132,102,8.028863533508678,0,19,0.095,0.8394227293298264,83.94227293298265,0,0.01,1,72,0,0.0,0,70,92,162,10
11,0,0,0,143.60356955810744,104,6.396430441892564,0,31,0.155,0.8720713911621487,87.20713911621488,0,0.01,1,64,0,0.0,0,76,96,172,10
12,0,0,0,145.0,106,4.999999999999999,0,42,0.21,0.9,90.0,0,0.01,2,56,0,0.0,0,80,100,180,10
13,0,0,0,145.0,108,4.999999999999999,0,52,0.26,0.9,90.0,0,0.01,2,48,0,0.0,0,84,102,186,10
14,0,0,0,145.0,110,4.999999999999999,0,61,0.305,0.9,90.0,0,0.01,2,41,0,0.0,0,88,104,192,10
15,0,0,0,145.0,112,4.999999999999999,0,68,0.34,0.9,90.0,0,0.01,2,36,0,0.0,0,92,106,198,10
16,0,0,0,145.0,114,4.999999999999999,0,74,0.37,0.9,90.0,0,0.01,2,32,0,0.0,0,96,108,204,10
17,0,0,0,145.0,116,4.999999999999999,0,78,0.39,0.9,90.0,0,0.01,2,30,0,0.0,0,100,110,210,10
18,0,0,0,145.0,118,4.999999999999999,0,80,0.4,0.9,90.0,0,0.01,2,30,0,0.0,0,104,112,216,10
19,0,0,0,145.0,120,4.999999999999999,0,82,0.41,0.9,90.0,0,0.01,2,30,0,0.0,0,108,114,222,10
20,0,0,0,145.0,122,4.999999999999999,0,84,0.42,0.9,90.0,0,0.01,2,30,0,0.0,0,112,116,228,10
21,0,0,0,145.0,124,4.999999999999999,0,86,0.43,0.9,90.0,0,0.01,2,30,0,0.0,0,116,118,234,10
22,0,0,0,145.0,126,4.999999999999999,0,88,0.44,0.9,90.0,0,0.01,2,30,0,0.0,0,120,120,240,10
23,0,0,0,145.0,128,4.999999999999999,0,90,0.45,0.9,90.0,0,0.01,2,30,0,0.0,0,124,122,246,10
24,0,0,0,145.0,130,4.999999999999999,0,92,0.46,0.9,90.0,0,0.01,2,30,0,0.0,0,128,124,252,10
25,0,0,0,145.0,132,4.999999999999999,0,94,0.47,0.9,90.0,0,0.01,2,30,0,0.0,0,132,126,258,10
26,0,0,0,145.0,134,4.999999999999999,0,96,0.48,0.9,90.0,0,0.01,2,30,0,0.0,0,136,128,264,10
27,0,0,0,145.0,136,4.999999999999999,0,98,0.49,0.9,90.0,0,0.01,2,30,0,0.0,0,140,130,270,10
28,0,0,0,145.0,138,4.999999999999999,0,99,0.495,0.9,90.0,0,0.01,3,30,0,0.0,0,144,132,276,10
29,0,0,0,145.0,140,4.999999999999999,0,101,0.505,0.9,90.0,0,0.01,3,30,0,0.0,0,148,134,282,10
30,0,0,0,145.0,142,4.999999999999999,0,103,0.515,0.9,90.0,0,0.01,3,30,0,0.0,0,152,136,288,10
31,0,0,0,145.0,144,4.999999999999999,0,104,0.52,0.9,90.0,0,0.01,4,30,0,0.0,0,156,138,294,10
32,0,0,0,145.0,146,4.999999999999999,0,105,0.525,0.9,90.0,0,0.01,5,30,0,0.0,0,160,140,300,10
33,0,0,0,145.0,148,4.999999999999999,0,107,0.535,0.9,90.0,0,0.01,5,30,0,0.0,0,164,142,306,10
34,0,0,0,145.0,150,4.999999999999999,0,109,0.545,0.9,90.0,0,0.01,5,30,0,0.0,0,168,144,312,10
35,0,0,0,145.0,152,4.999999999999999,0,111,0.555,0.9,90.0,0,0.01,5,30,0,0.0,0,172,146,318,10
36,0,0,0,145.0,154,4.999999999999999,0,113,0.565,0.9,90.0,0,0.01,5,30,0,0.0,0,176,148,324,10
37,0,0,0,145.0,156,4.999999999999999,0,115,0.575,0.9,90.0,0,0.01,5,30,0,0.0,0,180,150,330,10
38,0,0,0,145.0,158,4.999999999999999,0,117,0.585,0.9,90.0,0,0.01,5,30,0,0.0,0,184,152,336,10
39,0,0,0,145.0,160,4.999999999999999,0,119,0.595,0.9,90.0,0,0.01,5,30,0,0.0,0,188,154,342,10
40,0,0,0,145.0,162,4.999999999999999,0,121,0.605,0.9,90.0,0,0.01,5,30,0,0.0,0,192,156,348,10
41,0,0,0,145.0,164,4.999999999999999,0,123,0.615,0.9,90.0,0,0.01,5,30,0,0.0,0,196,158,354,10
42,0,0,0,145.0,166,4.999999999999999,0,124,0.62,0.9,90.0,0,0.01,6,30,0,0.0,0,200,160,360,10
43,0,0,0,145.0,168,4.999999999999999,0,126,0.63,0.9,90.0,0,0.01,6,30,0,0.0,0,204,162,366,10
44,0,0,0,145.0,170,4.999999999999999,0,128,0.64,0.9,90.0,0,0.01,6,30,0,0.0,0,208,164,372,10
45,0,0,0,145.0,172,4.999999999999999,0,130,0.65,0.9,90.0,0,0.01,6,30,0,0.0,0,212,166,378,10
46,0,0,0,145.0,174,4.999999999999999,0,132,0.66,0.9,90.0,0,0.01,6,30,0,0.0,0,216,168,384,10
47,0,0,0,145.0,176,4.999999999999999,0,134,0.67,0.9,90.0,0,0.01,6,30,0,0.0,0,220,170,390,10
48,0,0,0,145.0,178,4.999999999999999,0,136,0.68,0.9,90.0,0,0.01,6,30,0,0.0,0,224,172,396,10
49,0,0,0,145.0,180,4.999999999999999,0,138,0.69,0.9,90.0,0,0.01,6,30,0,0.0,0,228,174,402,10
50,0,0,0,145.0,182,4.999999999999999,0,139,0.695,0.9,90.0,0,0.01,7,30,0,0.0,0,232,176,408,10
51,0,0,0,145.0,184,4.999999999999999,0,141,0.705,0.9,90.0,0,0.01,7,30,0,0.0,0,236,178,414,10
52,0,0,0,145.0,186,4.999999999999999,0,143,0.715,0.9,90.0,0,0.01,7,30,0,0.0,0,240,180,420,10
53,0,0,0,145.0,188,4.999999999999999,0,145,0.725,0.9,90.0,0,0.01,7,30,0,0.0,0,244,182,426,10
54,1,1,1,145.0,141,4.999999999999999,0,147,0.735,0.9,90.0,1,0.01,7,30,0,0.0,0,248,184,432,10
55,1,2,2,131.5,105,18.5,0,135,0.675,0.63,63.0,1,0.01,7,24,0,0.0,0,266,166,432,10
56,0,2,2,122.05,107,27.950000000000003,0,114,0.57,0.44099999999999995,44.099999999999994,1,0.01,7,18,0,0.0,0,293,139,432,10
57,0,2,2,115.435,109,34.565,0,86,0.43,0.3086999999999999,30.86999999999999,1,0.01,7,12,0,0.0,0,327,105,432,10
58,0,2,2,110.80449999999999,111,39.1955,0,53,0.265,0.21608999999999992,21.60899999999999,0,0.01,7,10,0,0.0,0,366,70,436,10
59,0,2,2,112.00803765015038,113,37.99196234984961,0,22,0.11,0.24016075300300785,24.016075300300784,0,0.01,7,29,0,0.0,0,403,58,461,10
60,0,2,2,113.5357170359907,115,36.46428296400931,0,0,0.0,0.27071434071981393,27.071434071981393,0,0.01,7,54,0,0.0,0,425,61,486,10
61,0,2,2,115.09766858935544,117,34.902331410644564,0,0,0.0,0.3019533717871088,30.19533717871088,0,0.01,7,79,0,0.0,0,425,86,511,10
62,0,2,2,116.42999180594973,119,33.570008194050274,0,0,0.0,0.3285998361189946,32.859983611899466,0,0.01,7,104,0,0.0,0,425,111,536,10
63,0,2,2,117.7616447867226,121,32.2383552132774,0,0,0.0,0.3552328957344519,35.52328957344519,0,0.01,7,108,0,0.0,0,429,115,544,10
64,0,2,2,119.20423478820518,123,30.795765211794823,0,0,0.0,0.38408469576410353,38.408469576410354,0,0.01,7,89,0,0.0,0,454,96,550,10
65,0,2,2,120.7943212441551,125,29.2056787558449,0,0,0.0,0.415886424883102,41.5886424883102,0,0.01,7,89,0,0.0,0,479,96,575,10
66,0,2,2,122.42333006718478,127,27.576669932815218,0,0,0.0,0.44846660134369565,44.846660134369564,0,0.01,7,89,0,0.0,0,504,96,600,10
67,0,2,2,123.78537950501723,129,26.214620494982775,0,0,0.0,0.47570759010034447,47.57075901003445,0,0.01,7,89,0,0.0,0,529,96,625,10
68,0,2,2,125.03674728219204,131,24.963252717807965,0,0,0.0,0.5007349456438407,50.07349456438407,0,0.01,7,106,0,0.0,0,537,113,650,10
69,0,2,2,126.36970512247555,133,23.63029487752445,0,0,0.0,0.527394102449511,52.7394102449511,0,0.01,7,118,0,0.0,0,543,125,668,10
70,0,2,2,128.01726638450373,135,21.982733615496286,0,4,0.02,0.5603453276900743,56.03453276900743,0,0.01,7,101,0,0.0,0,564,112,676,10
71,0,2,2,129.63571682024983,137,20.36428317975017,0,9,0.045,0.5927143364049966,59.27143364049966,0,0.01,7,99,0,0.0,0,584,115,699,10
72,0,2,2,131.14926034132796,139,18.85073965867204,0,15,0.075,0.6229852068265592,62.29852068265592,0,0.01,8,96,0,0.0,0,602,119,721,10
73,0,2,2,132.821957157316,141,17.178042842684,0,23,0.115,0.65643914314632,65.643914314632,0,0.01,8,91,0,0.0,0,619,122,741,10
74,0,2,2,134.0767532892946,143,15.923246710705408,0,26,0.13,0.6815350657858918,68.15350657858919,0,0.01,8,92,0,0.0,0,634,126,760,10
75,0,2,2,135.47673832549364,145,14.523261674506355,0,20,0.1,0.7095347665098729,70.95347665098728,0,0.01,8,101,0,0.0,0,648,129,777,10
76,0,2,2,136.94963387065468,147,13.050366129345313,0,30,0.15,0.7389926774130937,73.89926774130937,0,0.01,8,94,0,0.0,0,661,132,793,10
77,0,2,2,138.24466076893782,149,11.755339231062173,0,41,0.205,0.7648932153787565,76.48932153787565,0,0.01,8,87,0,0.0,0,672,136,808,10
78,0,2,2,139.9186644781397,151,10.081335521860307,0,51,0.255,0.7983732895627939,79.83732895627938,0,0.01,8,80,0,0.0,0,682,139,821,10
79,0,2,2,141.58399116319924,153,8.416008836800753,0,62,0.31,0.8316798232639849,83.16798232639849,0,0.01,8,73,0,0.0,0,690,143,833,10
80,0,2,2,143.1768599590559,155,6.823140040944114,0,73,0.365,0.8635371991811177,86.35371991811176,0,0.01,8,66,0,0.0,0,696,147,843,10
81,0,2,2,144.92941741832408,157,5.070582581675937,0,84,0.42,0.8985883483664813,89.85883483664813,0,0.01,8,58,0,0.0,0,701,150,851,10
82,0,2,2,145.0,159,4.999999999999999,0,94,0.47,0.9,90.0,0,0.01,9,50,0,0.0,0,705,153,858,10
83,0,2,2,145.0,161,4.999999999999999,0,103,0.515,0.9,90.0,0,0.01,9,43,0,0.0,0,709,155,864,10
84,0,2,2,145.0,163,4.999999999999999,0,111,0.555,0.9,90.0,0,0.01,9,37,0,0.0,0,713,157,870,10
85,0,2,2,145.0,165,4.999999999999999,0,117,0.585,0.9,90.0,0,0.01,9,33,0,0.0,0,717,159,876,10
86,0,2,2,145.0,167,4.999999999999999,0,121,0.605,0.9,90.0,0,0.01,9,31,0,0.0,0,721,161,882,10
87,0,2,2,145.0,169,4.999999999999999,0,124,0.62,0.9,90.0,0,0.01,9,30,0,0.0,0,725,163,888,10
88,0,2,2,145.0,171,4.999999999999999,0,126,0.63,0.9,90.0,0,0.01,9,30,0,0.0,0,729,165,894,10
89,0,2,2,145.0,173,4.999999999999999,0,128,0.64,0.9,90.0,0,0.01,9,30,0,0.0,0,733,167,900,10
90,0,2,2,145.0,175,4.999999999999999,0,130,0.65,0.9,90.0,0,0.01,9,30,0,0.0,0,737,169,906,10
91,0,2,2,145.0,177,4.999999999999999,0,132,0.66,0.9,90.0,0,0.01,9,30,0,0.0,0,741,171,912,10
92,0,2,2,145.0,179,4.999999999999999,0,134,0.67,0.9,90.0,0,0.01,9,30,0,0.0,0,745,173,918,10
93,0,2,2,145.0,181,4.999999999999999,0,136,0.68,0.9,90.0,0,0.01,9,30,0,0.0,0,749,175,924,10
94,0,2,2,145.0,183,4.999999999999999,0,138,0.69,0.9,90.0,0,0.01,9,30,0,0.0,0,753,177,930,10
95,0,2,2,145.0,185,4.999999999999999,0,140,0.7,0.9,90.0,0,0.01,9,30,0,0.0,0,757,179,936,10
96,0,2,2,145.0,187,4.999999999999999,0,142,0.71,0.9,90.0,0,0.01,9,30,0,0.0,0,761,181,942,10
97,0,2,2,145.0,189,4.999999999999999,0,144,0.72,0.9,90.0,0,0.01,9,30,0,0.0,0,765,183,948,10
98,1,3,3,145.0,141,4.999999999999999,0,146,0.73,0.9,90.0,1,0.01,9,30,0,0.0,0,769,185,954,10
99,1,4,4,131.5,105,18.5,0,134,0.67,0.63,63.0,1,0.01,9,24,0,0.0,0,787,167,954,10
